"","r_name","aoi_name","values","date"
"180","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_02_2041_2070_norm","Dehesón El Encinar - C - 5",10.2500000000001,"02_2041"
"181","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_02_2041_2070_norm","Dehesón El Encinar - W - 4",10.35,"02_2041"
"182","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_02_2041_2070_norm","Dehesón El Encinar - Otro - 6",10.2500000000001,"02_2041"
"183","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Atoquedo",12.95,"03_2041"
"184","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","La Caña",12.55,"03_2041"
"185","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","La Ciervina",12.85,"03_2041"
"186","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Las Casillas",13.15,"03_2041"
"187","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","La Villa",12.95,"03_2041"
"188","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Valdelacasa",13.45,"03_2041"
"189","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Dehesón El Encinar - S -3",12.95,"03_2041"
"190","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Dehesón El Encinar - W - 1",12.95,"03_2041"
"191","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Dehesón El Encinar - C - 2",13.05,"03_2041"
"192","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Dehesón El Encinar - S - 7",12.95,"03_2041"
"193","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Dehesón El Encinar - C - 5",13.05,"03_2041"
"194","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Dehesón El Encinar - W - 4",13.05,"03_2041"
"195","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_03_2041_2070_norm","Dehesón El Encinar - Otro - 6",13.05,"03_2041"
"196","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Atoquedo",14.05,"04_2041"
"197","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","La Caña",13.55,"04_2041"
"198","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","La Ciervina",13.95,"04_2041"
"199","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Las Casillas",14.15,"04_2041"
"200","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","La Villa",14.05,"04_2041"
"201","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Valdelacasa",14.65,"04_2041"
"202","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Dehesón El Encinar - S -3",14.15,"04_2041"
"203","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Dehesón El Encinar - W - 1",14.05,"04_2041"
"204","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Dehesón El Encinar - C - 2",14.2500000000001,"04_2041"
"205","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Dehesón El Encinar - S - 7",14.05,"04_2041"
"206","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Dehesón El Encinar - C - 5",14.15,"04_2041"
"207","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Dehesón El Encinar - W - 4",14.2500000000001,"04_2041"
"208","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_04_2041_2070_norm","Dehesón El Encinar - Otro - 6",14.15,"04_2041"
"209","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Atoquedo",19.05,"05_2041"
"210","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","La Caña",18.7500000000001,"05_2041"
"211","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","La Ciervina",19.05,"05_2041"
"212","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Las Casillas",19.05,"05_2041"
"213","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","La Villa",18.95,"05_2041"
"214","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Valdelacasa",19.85,"05_2041"
"215","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Dehesón El Encinar - S -3",19.55,"05_2041"
"216","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Dehesón El Encinar - W - 1",19.45,"05_2041"
"217","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Dehesón El Encinar - C - 2",19.65,"05_2041"
"218","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Dehesón El Encinar - S - 7",19.45,"05_2041"
"219","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Dehesón El Encinar - C - 5",19.55,"05_2041"
"220","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Dehesón El Encinar - W - 4",19.65,"05_2041"
"221","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_05_2041_2070_norm","Dehesón El Encinar - Otro - 6",19.55,"05_2041"
"222","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Atoquedo",25.05,"06_2041"
"223","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","La Caña",24.65,"06_2041"
"224","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","La Ciervina",24.85,"06_2041"
"225","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Las Casillas",24.95,"06_2041"
"226","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","La Villa",24.7500000000001,"06_2041"
"227","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Valdelacasa",25.7500000000001,"06_2041"
"228","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Dehesón El Encinar - S -3",25.55,"06_2041"
"229","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Dehesón El Encinar - W - 1",25.55,"06_2041"
"230","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Dehesón El Encinar - C - 2",25.65,"06_2041"
"231","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Dehesón El Encinar - S - 7",25.45,"06_2041"
"232","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Dehesón El Encinar - C - 5",25.55,"06_2041"
"233","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Dehesón El Encinar - W - 4",25.65,"06_2041"
"234","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_06_2041_2070_norm","Dehesón El Encinar - Otro - 6",25.55,"06_2041"
"235","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Atoquedo",28.45,"07_2041"
"236","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","La Caña",27.85,"07_2041"
"237","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","La Ciervina",28.2500000000001,"07_2041"
"238","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Las Casillas",28.35,"07_2041"
"239","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","La Villa",28.2500000000001,"07_2041"
"240","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Valdelacasa",29.35,"07_2041"
"241","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Dehesón El Encinar - S -3",29.35,"07_2041"
"242","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Dehesón El Encinar - W - 1",29.35,"07_2041"
"243","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Dehesón El Encinar - C - 2",29.45,"07_2041"
"244","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Dehesón El Encinar - S - 7",29.35,"07_2041"
"245","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Dehesón El Encinar - C - 5",29.35,"07_2041"
"246","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Dehesón El Encinar - W - 4",29.45,"07_2041"
"247","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_07_2041_2070_norm","Dehesón El Encinar - Otro - 6",29.35,"07_2041"
"248","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Atoquedo",27.7500000000001,"08_2041"
"249","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","La Caña",27.15,"08_2041"
"250","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","La Ciervina",27.65,"08_2041"
"251","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Las Casillas",27.7500000000001,"08_2041"
"252","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","La Villa",27.65,"08_2041"
"253","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Valdelacasa",28.65,"08_2041"
"254","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Dehesón El Encinar - S -3",28.45,"08_2041"
"255","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Dehesón El Encinar - W - 1",28.45,"08_2041"
"256","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Dehesón El Encinar - C - 2",28.65,"08_2041"
"257","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Dehesón El Encinar - S - 7",28.45,"08_2041"
"258","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Dehesón El Encinar - C - 5",28.55,"08_2041"
"259","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Dehesón El Encinar - W - 4",28.55,"08_2041"
"260","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_08_2041_2070_norm","Dehesón El Encinar - Otro - 6",28.55,"08_2041"
"261","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Atoquedo",23.7500000000001,"09_2041"
"262","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","La Caña",23.35,"09_2041"
"263","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","La Ciervina",23.65,"09_2041"
"264","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Las Casillas",23.85,"09_2041"
"265","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","La Villa",23.7500000000001,"09_2041"
"266","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Valdelacasa",24.55,"09_2041"
"267","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Dehesón El Encinar - S -3",24.05,"09_2041"
"268","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Dehesón El Encinar - W - 1",24.05,"09_2041"
"269","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Dehesón El Encinar - C - 2",24.15,"09_2041"
"270","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Dehesón El Encinar - S - 7",24.05,"09_2041"
"271","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Dehesón El Encinar - C - 5",24.15,"09_2041"
"272","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Dehesón El Encinar - W - 4",24.15,"09_2041"
"273","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_09_2041_2070_norm","Dehesón El Encinar - Otro - 6",24.15,"09_2041"
"274","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Atoquedo",18.65,"10_2041"
"275","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","La Caña",18.35,"10_2041"
"276","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","La Ciervina",18.65,"10_2041"
"277","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Las Casillas",18.95,"10_2041"
"278","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","La Villa",18.65,"10_2041"
"279","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Valdelacasa",19.15,"10_2041"
"280","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Dehesón El Encinar - S -3",18.55,"10_2041"
"281","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Dehesón El Encinar - W - 1",18.55,"10_2041"
"282","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Dehesón El Encinar - C - 2",18.65,"10_2041"
"283","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Dehesón El Encinar - S - 7",18.55,"10_2041"
"284","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Dehesón El Encinar - C - 5",18.55,"10_2041"
"285","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Dehesón El Encinar - W - 4",18.65,"10_2041"
"286","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_10_2041_2070_norm","Dehesón El Encinar - Otro - 6",18.55,"10_2041"
"287","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Atoquedo",12.65,"11_2041"
"288","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","La Caña",12.45,"11_2041"
"289","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","La Ciervina",12.55,"11_2041"
"290","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Las Casillas",12.95,"11_2041"
"291","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","La Villa",12.7500000000001,"11_2041"
"292","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Valdelacasa",12.85,"11_2041"
"293","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Dehesón El Encinar - S -3",12.45,"11_2041"
"294","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Dehesón El Encinar - W - 1",12.45,"11_2041"
"295","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Dehesón El Encinar - C - 2",12.55,"11_2041"
"296","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Dehesón El Encinar - S - 7",12.45,"11_2041"
"297","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Dehesón El Encinar - C - 5",12.55,"11_2041"
"298","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Dehesón El Encinar - W - 4",12.55,"11_2041"
"299","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_11_2041_2070_norm","Dehesón El Encinar - Otro - 6",12.55,"11_2041"
"300","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Atoquedo",9.15000000000003,"12_2041"
"301","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","La Caña",8.95000000000005,"12_2041"
"302","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","La Ciervina",9.15000000000003,"12_2041"
"303","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Las Casillas",9.45000000000005,"12_2041"
"304","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","La Villa",9.25000000000006,"12_2041"
"305","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Valdelacasa",9.35000000000002,"12_2041"
"306","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Dehesón El Encinar - S -3",8.85000000000002,"12_2041"
"307","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Dehesón El Encinar - W - 1",8.85000000000002,"12_2041"
"308","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Dehesón El Encinar - C - 2",8.95000000000005,"12_2041"
"309","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Dehesón El Encinar - S - 7",8.85000000000002,"12_2041"
"310","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Dehesón El Encinar - C - 5",8.95000000000005,"12_2041"
"311","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Dehesón El Encinar - W - 4",8.95000000000005,"12_2041"
"312","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_12_2041_2070_norm","Dehesón El Encinar - Otro - 6",8.95000000000005,"12_2041"
"313","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Atoquedo",12.55,"01_2041"
"314","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","La Caña",12.65,"01_2041"
"315","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","La Ciervina",12.65,"01_2041"
"316","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Las Casillas",12.85,"01_2041"
"317","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","La Villa",12.65,"01_2041"
"318","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Valdelacasa",12.85,"01_2041"
"319","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Dehesón El Encinar - S -3",12.15,"01_2041"
"320","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Dehesón El Encinar - W - 1",12.15,"01_2041"
"321","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Dehesón El Encinar - C - 2",12.35,"01_2041"
"322","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Dehesón El Encinar - S - 7",12.15,"01_2041"
"323","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Dehesón El Encinar - C - 5",12.2500000000001,"01_2041"
"324","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Dehesón El Encinar - W - 4",12.35,"01_2041"
"325","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_01_2041_2070_norm","Dehesón El Encinar - Otro - 6",12.2500000000001,"01_2041"
"326","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Atoquedo",14.55,"02_2041"
"327","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","La Caña",14.35,"02_2041"
"328","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","La Ciervina",14.45,"02_2041"
"329","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Las Casillas",14.7500000000001,"02_2041"
"330","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","La Villa",14.65,"02_2041"
"331","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Valdelacasa",14.85,"02_2041"
"332","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Dehesón El Encinar - S -3",14.35,"02_2041"
"333","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Dehesón El Encinar - W - 1",14.35,"02_2041"
"334","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Dehesón El Encinar - C - 2",14.45,"02_2041"
"335","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Dehesón El Encinar - S - 7",14.35,"02_2041"
"336","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Dehesón El Encinar - C - 5",14.45,"02_2041"
"337","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Dehesón El Encinar - W - 4",14.45,"02_2041"
"338","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_02_2041_2070_norm","Dehesón El Encinar - Otro - 6",14.45,"02_2041"
"339","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Atoquedo",17.45,"03_2041"
"340","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","La Caña",17.2500000000001,"03_2041"
"341","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","La Ciervina",17.45,"03_2041"
"342","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Las Casillas",17.65,"03_2041"
"343","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","La Villa",17.55,"03_2041"
"344","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Valdelacasa",17.95,"03_2041"
"345","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Dehesón El Encinar - S -3",17.45,"03_2041"
"346","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Dehesón El Encinar - W - 1",17.45,"03_2041"
"347","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Dehesón El Encinar - C - 2",17.55,"03_2041"
"348","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Dehesón El Encinar - S - 7",17.45,"03_2041"
"349","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Dehesón El Encinar - C - 5",17.55,"03_2041"
"350","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Dehesón El Encinar - W - 4",17.55,"03_2041"
"351","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_03_2041_2070_norm","Dehesón El Encinar - Otro - 6",17.55,"03_2041"
"352","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_04_2041_2070_norm","Atoquedo",18.55,"04_2041"
"353","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_04_2041_2070_norm","La Caña",18.35,"04_2041"
"354","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_04_2041_2070_norm","La Ciervina",18.55,"04_2041"
"355","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_04_2041_2070_norm","Las Casillas",18.65,"04_2041"
"356","CHELSA_mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tasmax_04_2041_2070_norm","La Villa",18.55,"04_2041"
