"","r_name","aoi_name","values","date"
"4879","CHELSA_tas_08_2015_V.2.1","Las Casillas",2987,"08_2015"
"4880","CHELSA_tas_08_2015_V.2.1","La Villa",2987,"08_2015"
"4881","CHELSA_tas_08_2015_V.2.1","Valdelacasa",2999,"08_2015"
"4882","CHELSA_tas_08_2015_V.2.1","Dehesón El Encinar - S -3",3000,"08_2015"
"4883","CHELSA_tas_08_2015_V.2.1","Dehesón El Encinar - W - 1",3000,"08_2015"
"4884","CHELSA_tas_08_2015_V.2.1","Dehesón El Encinar - C - 2",3001,"08_2015"
"4885","CHELSA_tas_08_2015_V.2.1","Dehesón El Encinar - S - 7",3000,"08_2015"
"4886","CHELSA_tas_08_2015_V.2.1","Dehesón El Encinar - C - 5",3001,"08_2015"
"4887","CHELSA_tas_08_2015_V.2.1","Dehesón El Encinar - W - 4",3001,"08_2015"
"4888","CHELSA_tas_08_2015_V.2.1","Dehesón El Encinar - Otro - 6",3001,"08_2015"
"4889","CHELSA_tas_09_2002_V.2.1","Atoquedo",2937,"09_2002"
"4890","CHELSA_tas_09_2002_V.2.1","La Caña",2930,"09_2002"
"4891","CHELSA_tas_09_2002_V.2.1","La Ciervina",2935,"09_2002"
"4892","CHELSA_tas_09_2002_V.2.1","Las Casillas",2934,"09_2002"
"4893","CHELSA_tas_09_2002_V.2.1","La Villa",2932,"09_2002"
"4894","CHELSA_tas_09_2002_V.2.1","Valdelacasa",2942,"09_2002"
"4895","CHELSA_tas_09_2002_V.2.1","Dehesón El Encinar - S -3",2939,"09_2002"
"4896","CHELSA_tas_09_2002_V.2.1","Dehesón El Encinar - W - 1",2939,"09_2002"
"4897","CHELSA_tas_09_2002_V.2.1","Dehesón El Encinar - C - 2",2940,"09_2002"
"4898","CHELSA_tas_09_2002_V.2.1","Dehesón El Encinar - S - 7",2939,"09_2002"
"4899","CHELSA_tas_09_2002_V.2.1","Dehesón El Encinar - C - 5",2940,"09_2002"
"4900","CHELSA_tas_09_2002_V.2.1","Dehesón El Encinar - W - 4",2940,"09_2002"
"4901","CHELSA_tas_09_2002_V.2.1","Dehesón El Encinar - Otro - 6",2940,"09_2002"
"4902","CHELSA_tas_09_2003_V.2.1","Atoquedo",2962,"09_2003"
"4903","CHELSA_tas_09_2003_V.2.1","La Caña",2957,"09_2003"
"4904","CHELSA_tas_09_2003_V.2.1","La Ciervina",2961,"09_2003"
"4905","CHELSA_tas_09_2003_V.2.1","Las Casillas",2964,"09_2003"
"4906","CHELSA_tas_09_2003_V.2.1","La Villa",2961,"09_2003"
"4907","CHELSA_tas_09_2003_V.2.1","Valdelacasa",2968,"09_2003"
"4908","CHELSA_tas_09_2003_V.2.1","Dehesón El Encinar - S -3",2964,"09_2003"
"4909","CHELSA_tas_09_2003_V.2.1","Dehesón El Encinar - W - 1",2964,"09_2003"
"4910","CHELSA_tas_09_2003_V.2.1","Dehesón El Encinar - C - 2",2965,"09_2003"
"4911","CHELSA_tas_09_2003_V.2.1","Dehesón El Encinar - S - 7",2964,"09_2003"
"4912","CHELSA_tas_09_2003_V.2.1","Dehesón El Encinar - C - 5",2965,"09_2003"
"4913","CHELSA_tas_09_2003_V.2.1","Dehesón El Encinar - W - 4",2965,"09_2003"
"4914","CHELSA_tas_09_2003_V.2.1","Dehesón El Encinar - Otro - 6",2965,"09_2003"
"4915","CHELSA_tas_09_2004_V.2.1","Atoquedo",2960,"09_2004"
"4916","CHELSA_tas_09_2004_V.2.1","La Caña",2958,"09_2004"
"4917","CHELSA_tas_09_2004_V.2.1","La Ciervina",2960,"09_2004"
"4918","CHELSA_tas_09_2004_V.2.1","Las Casillas",2962,"09_2004"
"4919","CHELSA_tas_09_2004_V.2.1","La Villa",2959,"09_2004"
"4920","CHELSA_tas_09_2004_V.2.1","Valdelacasa",2969,"09_2004"
"4921","CHELSA_tas_09_2004_V.2.1","Dehesón El Encinar - S -3",2963,"09_2004"
"4922","CHELSA_tas_09_2004_V.2.1","Dehesón El Encinar - W - 1",2963,"09_2004"
"4923","CHELSA_tas_09_2004_V.2.1","Dehesón El Encinar - C - 2",2964,"09_2004"
"4924","CHELSA_tas_09_2004_V.2.1","Dehesón El Encinar - S - 7",2962,"09_2004"
"4925","CHELSA_tas_09_2004_V.2.1","Dehesón El Encinar - C - 5",2963,"09_2004"
"4926","CHELSA_tas_09_2004_V.2.1","Dehesón El Encinar - W - 4",2963,"09_2004"
"4927","CHELSA_tas_09_2004_V.2.1","Dehesón El Encinar - Otro - 6",2963,"09_2004"
"4928","CHELSA_tas_09_2005_V.2.1","Atoquedo",2947,"09_2005"
"4929","CHELSA_tas_09_2005_V.2.1","La Caña",2944,"09_2005"
"4930","CHELSA_tas_09_2005_V.2.1","La Ciervina",2947,"09_2005"
"4931","CHELSA_tas_09_2005_V.2.1","Las Casillas",2951,"09_2005"
"4932","CHELSA_tas_09_2005_V.2.1","La Villa",2948,"09_2005"
"4933","CHELSA_tas_09_2005_V.2.1","Valdelacasa",2954,"09_2005"
"4934","CHELSA_tas_09_2005_V.2.1","Dehesón El Encinar - S -3",2949,"09_2005"
"4935","CHELSA_tas_09_2005_V.2.1","Dehesón El Encinar - W - 1",2949,"09_2005"
"4936","CHELSA_tas_09_2005_V.2.1","Dehesón El Encinar - C - 2",2950,"09_2005"
"4937","CHELSA_tas_09_2005_V.2.1","Dehesón El Encinar - S - 7",2948,"09_2005"
"4938","CHELSA_tas_09_2005_V.2.1","Dehesón El Encinar - C - 5",2949,"09_2005"
"4939","CHELSA_tas_09_2005_V.2.1","Dehesón El Encinar - W - 4",2950,"09_2005"
"4940","CHELSA_tas_09_2005_V.2.1","Dehesón El Encinar - Otro - 6",2949,"09_2005"
"4941","CHELSA_tas_09_2006_V.2.1","Atoquedo",2962,"09_2006"
"4942","CHELSA_tas_09_2006_V.2.1","La Caña",2958,"09_2006"
"4943","CHELSA_tas_09_2006_V.2.1","La Ciervina",2961,"09_2006"
"4944","CHELSA_tas_09_2006_V.2.1","Las Casillas",2963,"09_2006"
"4945","CHELSA_tas_09_2006_V.2.1","La Villa",2960,"09_2006"
"4946","CHELSA_tas_09_2006_V.2.1","Valdelacasa",2968,"09_2006"
"4947","CHELSA_tas_09_2006_V.2.1","Dehesón El Encinar - S -3",2963,"09_2006"
"4948","CHELSA_tas_09_2006_V.2.1","Dehesón El Encinar - W - 1",2963,"09_2006"
"4949","CHELSA_tas_09_2006_V.2.1","Dehesón El Encinar - C - 2",2964,"09_2006"
"4950","CHELSA_tas_09_2006_V.2.1","Dehesón El Encinar - S - 7",2963,"09_2006"
"4951","CHELSA_tas_09_2006_V.2.1","Dehesón El Encinar - C - 5",2964,"09_2006"
"4952","CHELSA_tas_09_2006_V.2.1","Dehesón El Encinar - W - 4",2964,"09_2006"
"4953","CHELSA_tas_09_2006_V.2.1","Dehesón El Encinar - Otro - 6",2964,"09_2006"
"4954","CHELSA_tas_09_2007_V.2.1","Atoquedo",2954,"09_2007"
"4955","CHELSA_tas_09_2007_V.2.1","La Caña",2953,"09_2007"
"4956","CHELSA_tas_09_2007_V.2.1","La Ciervina",2953,"09_2007"
"4957","CHELSA_tas_09_2007_V.2.1","Las Casillas",2954,"09_2007"
"4958","CHELSA_tas_09_2007_V.2.1","La Villa",2951,"09_2007"
"4959","CHELSA_tas_09_2007_V.2.1","Valdelacasa",2963,"09_2007"
"4960","CHELSA_tas_09_2007_V.2.1","Dehesón El Encinar - S -3",2961,"09_2007"
"4961","CHELSA_tas_09_2007_V.2.1","Dehesón El Encinar - W - 1",2961,"09_2007"
"4962","CHELSA_tas_09_2007_V.2.1","Dehesón El Encinar - C - 2",2962,"09_2007"
"4963","CHELSA_tas_09_2007_V.2.1","Dehesón El Encinar - S - 7",2961,"09_2007"
"4964","CHELSA_tas_09_2007_V.2.1","Dehesón El Encinar - C - 5",2961,"09_2007"
"4965","CHELSA_tas_09_2007_V.2.1","Dehesón El Encinar - W - 4",2962,"09_2007"
"4966","CHELSA_tas_09_2007_V.2.1","Dehesón El Encinar - Otro - 6",2961,"09_2007"
"4967","CHELSA_tas_09_2008_V.2.1","Atoquedo",2936,"09_2008"
"4968","CHELSA_tas_09_2008_V.2.1","La Caña",2935,"09_2008"
"4969","CHELSA_tas_09_2008_V.2.1","La Ciervina",2935,"09_2008"
"4970","CHELSA_tas_09_2008_V.2.1","Las Casillas",2937,"09_2008"
"4971","CHELSA_tas_09_2008_V.2.1","La Villa",2935,"09_2008"
"4972","CHELSA_tas_09_2008_V.2.1","Valdelacasa",2943,"09_2008"
"4973","CHELSA_tas_09_2008_V.2.1","Dehesón El Encinar - S -3",2943,"09_2008"
"4974","CHELSA_tas_09_2008_V.2.1","Dehesón El Encinar - W - 1",2943,"09_2008"
"4975","CHELSA_tas_09_2008_V.2.1","Dehesón El Encinar - C - 2",2944,"09_2008"
"4976","CHELSA_tas_09_2008_V.2.1","Dehesón El Encinar - S - 7",2942,"09_2008"
"4977","CHELSA_tas_09_2008_V.2.1","Dehesón El Encinar - C - 5",2943,"09_2008"
"4978","CHELSA_tas_09_2008_V.2.1","Dehesón El Encinar - W - 4",2943,"09_2008"
"4979","CHELSA_tas_09_2008_V.2.1","Dehesón El Encinar - Otro - 6",2943,"09_2008"
"4980","CHELSA_tas_09_2009_V.2.1","Atoquedo",2954,"09_2009"
"4981","CHELSA_tas_09_2009_V.2.1","La Caña",2948,"09_2009"
"4982","CHELSA_tas_09_2009_V.2.1","La Ciervina",2954,"09_2009"
"4983","CHELSA_tas_09_2009_V.2.1","Las Casillas",2955,"09_2009"
"4984","CHELSA_tas_09_2009_V.2.1","La Villa",2956,"09_2009"
"4985","CHELSA_tas_09_2009_V.2.1","Valdelacasa",2961,"09_2009"
"4986","CHELSA_tas_09_2009_V.2.1","Dehesón El Encinar - S -3",2956,"09_2009"
"4987","CHELSA_tas_09_2009_V.2.1","Dehesón El Encinar - W - 1",2956,"09_2009"
"4988","CHELSA_tas_09_2009_V.2.1","Dehesón El Encinar - C - 2",2957,"09_2009"
"4989","CHELSA_tas_09_2009_V.2.1","Dehesón El Encinar - S - 7",2956,"09_2009"
"4990","CHELSA_tas_09_2009_V.2.1","Dehesón El Encinar - C - 5",2956,"09_2009"
"4991","CHELSA_tas_09_2009_V.2.1","Dehesón El Encinar - W - 4",2957,"09_2009"
"4992","CHELSA_tas_09_2009_V.2.1","Dehesón El Encinar - Otro - 6",2956,"09_2009"
"4993","CHELSA_tas_09_2010_V.2.1","Atoquedo",2953,"09_2010"
"4994","CHELSA_tas_09_2010_V.2.1","La Caña",2948,"09_2010"
"4995","CHELSA_tas_09_2010_V.2.1","La Ciervina",2952,"09_2010"
"4996","CHELSA_tas_09_2010_V.2.1","Las Casillas",2954,"09_2010"
"4997","CHELSA_tas_09_2010_V.2.1","La Villa",2951,"09_2010"
"4998","CHELSA_tas_09_2010_V.2.1","Valdelacasa",2962,"09_2010"
"4999","CHELSA_tas_09_2010_V.2.1","Dehesón El Encinar - S -3",2956,"09_2010"
"5000","CHELSA_tas_09_2010_V.2.1","Dehesón El Encinar - W - 1",2956,"09_2010"
"5001","CHELSA_tas_09_2010_V.2.1","Dehesón El Encinar - C - 2",2958,"09_2010"
"5002","CHELSA_tas_09_2010_V.2.1","Dehesón El Encinar - S - 7",2956,"09_2010"
"5003","CHELSA_tas_09_2010_V.2.1","Dehesón El Encinar - C - 5",2957,"09_2010"
"5004","CHELSA_tas_09_2010_V.2.1","Dehesón El Encinar - W - 4",2957,"09_2010"
"5005","CHELSA_tas_09_2010_V.2.1","Dehesón El Encinar - Otro - 6",2957,"09_2010"
"5006","CHELSA_tas_09_2011_V.2.1","Atoquedo",2954,"09_2011"
"5007","CHELSA_tas_09_2011_V.2.1","La Caña",2954,"09_2011"
"5008","CHELSA_tas_09_2011_V.2.1","La Ciervina",2953,"09_2011"
"5009","CHELSA_tas_09_2011_V.2.1","Las Casillas",2957,"09_2011"
"5010","CHELSA_tas_09_2011_V.2.1","La Villa",2950,"09_2011"
"5011","CHELSA_tas_09_2011_V.2.1","Valdelacasa",2961,"09_2011"
"5012","CHELSA_tas_09_2011_V.2.1","Dehesón El Encinar - S -3",2958,"09_2011"
"5013","CHELSA_tas_09_2011_V.2.1","Dehesón El Encinar - W - 1",2958,"09_2011"
"5014","CHELSA_tas_09_2011_V.2.1","Dehesón El Encinar - C - 2",2959,"09_2011"
"5015","CHELSA_tas_09_2011_V.2.1","Dehesón El Encinar - S - 7",2958,"09_2011"
"5016","CHELSA_tas_09_2011_V.2.1","Dehesón El Encinar - C - 5",2958,"09_2011"
"5017","CHELSA_tas_09_2011_V.2.1","Dehesón El Encinar - W - 4",2958,"09_2011"
"5018","CHELSA_tas_09_2011_V.2.1","Dehesón El Encinar - Otro - 6",2958,"09_2011"
"5019","CHELSA_tas_09_2012_V.2.1","Atoquedo",2953,"09_2012"
"5020","CHELSA_tas_09_2012_V.2.1","La Caña",2951,"09_2012"
"5021","CHELSA_tas_09_2012_V.2.1","La Ciervina",2952,"09_2012"
"5022","CHELSA_tas_09_2012_V.2.1","Las Casillas",2956,"09_2012"
"5023","CHELSA_tas_09_2012_V.2.1","La Villa",2954,"09_2012"
"5024","CHELSA_tas_09_2012_V.2.1","Valdelacasa",2960,"09_2012"
"5025","CHELSA_tas_09_2012_V.2.1","Dehesón El Encinar - S -3",2955,"09_2012"
"5026","CHELSA_tas_09_2012_V.2.1","Dehesón El Encinar - W - 1",2955,"09_2012"
"5027","CHELSA_tas_09_2012_V.2.1","Dehesón El Encinar - C - 2",2956,"09_2012"
"5028","CHELSA_tas_09_2012_V.2.1","Dehesón El Encinar - S - 7",2955,"09_2012"
"5029","CHELSA_tas_09_2012_V.2.1","Dehesón El Encinar - C - 5",2956,"09_2012"
"5030","CHELSA_tas_09_2012_V.2.1","Dehesón El Encinar - W - 4",2956,"09_2012"
"5031","CHELSA_tas_09_2012_V.2.1","Dehesón El Encinar - Otro - 6",2956,"09_2012"
"5032","CHELSA_tas_09_2013_V.2.1","Atoquedo",2965,"09_2013"
"5033","CHELSA_tas_09_2013_V.2.1","La Caña",2957,"09_2013"
"5034","CHELSA_tas_09_2013_V.2.1","La Ciervina",2964,"09_2013"
"5035","CHELSA_tas_09_2013_V.2.1","Las Casillas",2967,"09_2013"
"5036","CHELSA_tas_09_2013_V.2.1","La Villa",2963,"09_2013"
"5037","CHELSA_tas_09_2013_V.2.1","Valdelacasa",2971,"09_2013"
"5038","CHELSA_tas_09_2013_V.2.1","Dehesón El Encinar - S -3",2964,"09_2013"
"5039","CHELSA_tas_09_2013_V.2.1","Dehesón El Encinar - W - 1",2964,"09_2013"
"5040","CHELSA_tas_09_2013_V.2.1","Dehesón El Encinar - C - 2",2965,"09_2013"
"5041","CHELSA_tas_09_2013_V.2.1","Dehesón El Encinar - S - 7",2964,"09_2013"
"5042","CHELSA_tas_09_2013_V.2.1","Dehesón El Encinar - C - 5",2964,"09_2013"
"5043","CHELSA_tas_09_2013_V.2.1","Dehesón El Encinar - W - 4",2965,"09_2013"
"5044","CHELSA_tas_09_2013_V.2.1","Dehesón El Encinar - Otro - 6",2964,"09_2013"
"5045","CHELSA_tas_09_2014_V.2.1","Atoquedo",2946,"09_2014"
"5046","CHELSA_tas_09_2014_V.2.1","La Caña",2942,"09_2014"
"5047","CHELSA_tas_09_2014_V.2.1","La Ciervina",2944,"09_2014"
"5048","CHELSA_tas_09_2014_V.2.1","Las Casillas",2945,"09_2014"
"5049","CHELSA_tas_09_2014_V.2.1","La Villa",2942,"09_2014"
"5050","CHELSA_tas_09_2014_V.2.1","Valdelacasa",2951,"09_2014"
"5051","CHELSA_tas_09_2014_V.2.1","Dehesón El Encinar - S -3",2951,"09_2014"
"5052","CHELSA_tas_09_2014_V.2.1","Dehesón El Encinar - W - 1",2950,"09_2014"
"5053","CHELSA_tas_09_2014_V.2.1","Dehesón El Encinar - C - 2",2952,"09_2014"
"5054","CHELSA_tas_09_2014_V.2.1","Dehesón El Encinar - S - 7",2950,"09_2014"
"5055","CHELSA_tas_09_2014_V.2.1","Dehesón El Encinar - C - 5",2951,"09_2014"
"5056","CHELSA_tas_09_2014_V.2.1","Dehesón El Encinar - W - 4",2952,"09_2014"
"5057","CHELSA_tas_09_2014_V.2.1","Dehesón El Encinar - Otro - 6",2951,"09_2014"
"5058","CHELSA_tas_09_2015_V.2.1","Atoquedo",2944,"09_2015"
"5059","CHELSA_tas_09_2015_V.2.1","La Caña",2939,"09_2015"
"5060","CHELSA_tas_09_2015_V.2.1","La Ciervina",2943,"09_2015"
"5061","CHELSA_tas_09_2015_V.2.1","Las Casillas",2945,"09_2015"
"5062","CHELSA_tas_09_2015_V.2.1","La Villa",2941,"09_2015"
"5063","CHELSA_tas_09_2015_V.2.1","Valdelacasa",2947,"09_2015"
"5064","CHELSA_tas_09_2015_V.2.1","Dehesón El Encinar - S -3",2944,"09_2015"
"5065","CHELSA_tas_09_2015_V.2.1","Dehesón El Encinar - W - 1",2944,"09_2015"
"5066","CHELSA_tas_09_2015_V.2.1","Dehesón El Encinar - C - 2",2945,"09_2015"
"5067","CHELSA_tas_09_2015_V.2.1","Dehesón El Encinar - S - 7",2944,"09_2015"
"5068","CHELSA_tas_09_2015_V.2.1","Dehesón El Encinar - C - 5",2945,"09_2015"
"5069","CHELSA_tas_09_2015_V.2.1","Dehesón El Encinar - W - 4",2945,"09_2015"
"5070","CHELSA_tas_09_2015_V.2.1","Dehesón El Encinar - Otro - 6",2945,"09_2015"
"5071","CHELSA_tas_10_2002_V.2.1","Atoquedo",2896,"10_2002"
"5072","CHELSA_tas_10_2002_V.2.1","La Caña",2893,"10_2002"
"5073","CHELSA_tas_10_2002_V.2.1","La Ciervina",2896,"10_2002"
"5074","CHELSA_tas_10_2002_V.2.1","Las Casillas",2899,"10_2002"
"5075","CHELSA_tas_10_2002_V.2.1","La Villa",2897,"10_2002"
"5076","CHELSA_tas_10_2002_V.2.1","Valdelacasa",2901,"10_2002"
"5077","CHELSA_tas_10_2002_V.2.1","Dehesón El Encinar - S -3",2894,"10_2002"
"5078","CHELSA_tas_10_2002_V.2.1","Dehesón El Encinar - W - 1",2893,"10_2002"
"5079","CHELSA_tas_10_2002_V.2.1","Dehesón El Encinar - C - 2",2895,"10_2002"
"5080","CHELSA_tas_10_2002_V.2.1","Dehesón El Encinar - S - 7",2893,"10_2002"
"5081","CHELSA_tas_10_2002_V.2.1","Dehesón El Encinar - C - 5",2894,"10_2002"
"5082","CHELSA_tas_10_2002_V.2.1","Dehesón El Encinar - W - 4",2895,"10_2002"
"5083","CHELSA_tas_10_2002_V.2.1","Dehesón El Encinar - Otro - 6",2894,"10_2002"
"5084","CHELSA_tas_10_2003_V.2.1","Atoquedo",2884,"10_2003"
"5085","CHELSA_tas_10_2003_V.2.1","La Caña",2882,"10_2003"
"5086","CHELSA_tas_10_2003_V.2.1","La Ciervina",2884,"10_2003"
"5087","CHELSA_tas_10_2003_V.2.1","Las Casillas",2886,"10_2003"
"5088","CHELSA_tas_10_2003_V.2.1","La Villa",2884,"10_2003"
"5089","CHELSA_tas_10_2003_V.2.1","Valdelacasa",2889,"10_2003"
"5090","CHELSA_tas_10_2003_V.2.1","Dehesón El Encinar - S -3",2885,"10_2003"
"5091","CHELSA_tas_10_2003_V.2.1","Dehesón El Encinar - W - 1",2884,"10_2003"
"5092","CHELSA_tas_10_2003_V.2.1","Dehesón El Encinar - C - 2",2886,"10_2003"
"5093","CHELSA_tas_10_2003_V.2.1","Dehesón El Encinar - S - 7",2885,"10_2003"
"5094","CHELSA_tas_10_2003_V.2.1","Dehesón El Encinar - C - 5",2886,"10_2003"
"5095","CHELSA_tas_10_2003_V.2.1","Dehesón El Encinar - W - 4",2886,"10_2003"
"5096","CHELSA_tas_10_2003_V.2.1","Dehesón El Encinar - Otro - 6",2886,"10_2003"
"5097","CHELSA_tas_10_2004_V.2.1","Atoquedo",2897,"10_2004"
"5098","CHELSA_tas_10_2004_V.2.1","La Caña",2894,"10_2004"
"5099","CHELSA_tas_10_2004_V.2.1","La Ciervina",2896,"10_2004"
"5100","CHELSA_tas_10_2004_V.2.1","Las Casillas",2900,"10_2004"
"5101","CHELSA_tas_10_2004_V.2.1","La Villa",2895,"10_2004"
"5102","CHELSA_tas_10_2004_V.2.1","Valdelacasa",2902,"10_2004"
"5103","CHELSA_tas_10_2004_V.2.1","Dehesón El Encinar - S -3",2896,"10_2004"
"5104","CHELSA_tas_10_2004_V.2.1","Dehesón El Encinar - W - 1",2895,"10_2004"
"5105","CHELSA_tas_10_2004_V.2.1","Dehesón El Encinar - C - 2",2897,"10_2004"
"5106","CHELSA_tas_10_2004_V.2.1","Dehesón El Encinar - S - 7",2895,"10_2004"
"5107","CHELSA_tas_10_2004_V.2.1","Dehesón El Encinar - C - 5",2896,"10_2004"
"5108","CHELSA_tas_10_2004_V.2.1","Dehesón El Encinar - W - 4",2897,"10_2004"
"5109","CHELSA_tas_10_2004_V.2.1","Dehesón El Encinar - Otro - 6",2896,"10_2004"
"5110","CHELSA_tas_10_2005_V.2.1","Atoquedo",2897,"10_2005"
"5111","CHELSA_tas_10_2005_V.2.1","La Caña",2894,"10_2005"
"5112","CHELSA_tas_10_2005_V.2.1","La Ciervina",2897,"10_2005"
"5113","CHELSA_tas_10_2005_V.2.1","Las Casillas",2901,"10_2005"
"5114","CHELSA_tas_10_2005_V.2.1","La Villa",2897,"10_2005"
"5115","CHELSA_tas_10_2005_V.2.1","Valdelacasa",2902,"10_2005"
"5116","CHELSA_tas_10_2005_V.2.1","Dehesón El Encinar - S -3",2897,"10_2005"
"5117","CHELSA_tas_10_2005_V.2.1","Dehesón El Encinar - W - 1",2896,"10_2005"
"5118","CHELSA_tas_10_2005_V.2.1","Dehesón El Encinar - C - 2",2898,"10_2005"
"5119","CHELSA_tas_10_2005_V.2.1","Dehesón El Encinar - S - 7",2896,"10_2005"
"5120","CHELSA_tas_10_2005_V.2.1","Dehesón El Encinar - C - 5",2897,"10_2005"
"5121","CHELSA_tas_10_2005_V.2.1","Dehesón El Encinar - W - 4",2898,"10_2005"
"5122","CHELSA_tas_10_2005_V.2.1","Dehesón El Encinar - Otro - 6",2897,"10_2005"
"5123","CHELSA_tas_10_2006_V.2.1","Atoquedo",2913,"10_2006"
"5124","CHELSA_tas_10_2006_V.2.1","La Caña",2909,"10_2006"
"5125","CHELSA_tas_10_2006_V.2.1","La Ciervina",2912,"10_2006"
"5126","CHELSA_tas_10_2006_V.2.1","Las Casillas",2913,"10_2006"
"5127","CHELSA_tas_10_2006_V.2.1","La Villa",2910,"10_2006"
"5128","CHELSA_tas_10_2006_V.2.1","Valdelacasa",2915,"10_2006"
"5129","CHELSA_tas_10_2006_V.2.1","Dehesón El Encinar - S -3",2912,"10_2006"
"5130","CHELSA_tas_10_2006_V.2.1","Dehesón El Encinar - W - 1",2912,"10_2006"
"5131","CHELSA_tas_10_2006_V.2.1","Dehesón El Encinar - C - 2",2913,"10_2006"
"5132","CHELSA_tas_10_2006_V.2.1","Dehesón El Encinar - S - 7",2912,"10_2006"
"5133","CHELSA_tas_10_2006_V.2.1","Dehesón El Encinar - C - 5",2913,"10_2006"
"5134","CHELSA_tas_10_2006_V.2.1","Dehesón El Encinar - W - 4",2913,"10_2006"
"5135","CHELSA_tas_10_2006_V.2.1","Dehesón El Encinar - Otro - 6",2913,"10_2006"
"5136","CHELSA_tas_10_2007_V.2.1","Atoquedo",2891,"10_2007"
"5137","CHELSA_tas_10_2007_V.2.1","La Caña",2892,"10_2007"
"5138","CHELSA_tas_10_2007_V.2.1","La Ciervina",2891,"10_2007"
"5139","CHELSA_tas_10_2007_V.2.1","Las Casillas",2897,"10_2007"
"5140","CHELSA_tas_10_2007_V.2.1","La Villa",2893,"10_2007"
"5141","CHELSA_tas_10_2007_V.2.1","Valdelacasa",2896,"10_2007"
"5142","CHELSA_tas_10_2007_V.2.1","Dehesón El Encinar - S -3",2892,"10_2007"
"5143","CHELSA_tas_10_2007_V.2.1","Dehesón El Encinar - W - 1",2892,"10_2007"
"5144","CHELSA_tas_10_2007_V.2.1","Dehesón El Encinar - C - 2",2893,"10_2007"
"5145","CHELSA_tas_10_2007_V.2.1","Dehesón El Encinar - S - 7",2892,"10_2007"
"5146","CHELSA_tas_10_2007_V.2.1","Dehesón El Encinar - C - 5",2893,"10_2007"
"5147","CHELSA_tas_10_2007_V.2.1","Dehesón El Encinar - W - 4",2893,"10_2007"
"5148","CHELSA_tas_10_2007_V.2.1","Dehesón El Encinar - Otro - 6",2893,"10_2007"
"5149","CHELSA_tas_10_2008_V.2.1","Atoquedo",2888,"10_2008"
"5150","CHELSA_tas_10_2008_V.2.1","La Caña",2888,"10_2008"
"5151","CHELSA_tas_10_2008_V.2.1","La Ciervina",2888,"10_2008"
"5152","CHELSA_tas_10_2008_V.2.1","Las Casillas",2892,"10_2008"
"5153","CHELSA_tas_10_2008_V.2.1","La Villa",2890,"10_2008"
"5154","CHELSA_tas_10_2008_V.2.1","Valdelacasa",2896,"10_2008"
"5155","CHELSA_tas_10_2008_V.2.1","Dehesón El Encinar - S -3",2890,"10_2008"
"5156","CHELSA_tas_10_2008_V.2.1","Dehesón El Encinar - W - 1",2890,"10_2008"
"5157","CHELSA_tas_10_2008_V.2.1","Dehesón El Encinar - C - 2",2891,"10_2008"
"5158","CHELSA_tas_10_2008_V.2.1","Dehesón El Encinar - S - 7",2890,"10_2008"
"5159","CHELSA_tas_10_2008_V.2.1","Dehesón El Encinar - C - 5",2891,"10_2008"
"5160","CHELSA_tas_10_2008_V.2.1","Dehesón El Encinar - W - 4",2891,"10_2008"
"5161","CHELSA_tas_10_2008_V.2.1","Dehesón El Encinar - Otro - 6",2891,"10_2008"
"5162","CHELSA_tas_10_2009_V.2.1","Atoquedo",2915,"10_2009"
"5163","CHELSA_tas_10_2009_V.2.1","La Caña",2914,"10_2009"
"5164","CHELSA_tas_10_2009_V.2.1","La Ciervina",2915,"10_2009"
"5165","CHELSA_tas_10_2009_V.2.1","Las Casillas",2920,"10_2009"
"5166","CHELSA_tas_10_2009_V.2.1","La Villa",2916,"10_2009"
"5167","CHELSA_tas_10_2009_V.2.1","Valdelacasa",2918,"10_2009"
"5168","CHELSA_tas_10_2009_V.2.1","Dehesón El Encinar - S -3",2912,"10_2009"
"5169","CHELSA_tas_10_2009_V.2.1","Dehesón El Encinar - W - 1",2912,"10_2009"
"5170","CHELSA_tas_10_2009_V.2.1","Dehesón El Encinar - C - 2",2913,"10_2009"
"5171","CHELSA_tas_10_2009_V.2.1","Dehesón El Encinar - S - 7",2912,"10_2009"
"5172","CHELSA_tas_10_2009_V.2.1","Dehesón El Encinar - C - 5",2912,"10_2009"
"5173","CHELSA_tas_10_2009_V.2.1","Dehesón El Encinar - W - 4",2913,"10_2009"
"5174","CHELSA_tas_10_2009_V.2.1","Dehesón El Encinar - Otro - 6",2912,"10_2009"
"5175","CHELSA_tas_10_2010_V.2.1","Atoquedo",2886,"10_2010"
"5176","CHELSA_tas_10_2010_V.2.1","La Caña",2883,"10_2010"
"5177","CHELSA_tas_10_2010_V.2.1","La Ciervina",2886,"10_2010"
"5178","CHELSA_tas_10_2010_V.2.1","Las Casillas",2889,"10_2010"
"5179","CHELSA_tas_10_2010_V.2.1","La Villa",2886,"10_2010"
"5180","CHELSA_tas_10_2010_V.2.1","Valdelacasa",2890,"10_2010"
"5181","CHELSA_tas_10_2010_V.2.1","Dehesón El Encinar - S -3",2883,"10_2010"
"5182","CHELSA_tas_10_2010_V.2.1","Dehesón El Encinar - W - 1",2883,"10_2010"
"5183","CHELSA_tas_10_2010_V.2.1","Dehesón El Encinar - C - 2",2884,"10_2010"
"5184","CHELSA_tas_10_2010_V.2.1","Dehesón El Encinar - S - 7",2882,"10_2010"
